code_de_la_subdivision_canadienne-canadian_subdivision_code,région_de_tri_d'acheminement-forward_sortation_area,code_de_genre-gender_group_code,compte_unique_du_bénéficiaire-unique_beneficiary_count
QC,H0V,101,X
QC,H1A,101,3240
QC,H1A,102,3880
QC,H1A,103,X
QC,H1B,101,2210
QC,H1B,102,2900
QC,H1B,103,X
QC,H1C,101,1700
QC,H1C,102,2050
QC,H1C,103,X
QC,H1E,-1,X
QC,H1E,101,5240
QC,H1E,102,6180
QC,H1E,103,X
QC,H1F,101,X
QC,H1G,-1,X
QC,H1G,101,6600
QC,H1G,102,7990
QC,H1G,103,X
QC,H1H,-1,X
QC,H1H,101,4580
QC,H1H,102,6190
QC,H1H,103,X
QC,H1J,101,1130
QC,H1J,102,1360
QC,H1K,101,3950
QC,H1K,102,4590
QC,H1L,101,3700
QC,H1L,102,4720
QC,H1L,103,X
QC,H1M,101,2790
QC,H1M,102,3260
QC,H1M,103,X
QC,H1N,101,2520
QC,H1N,102,3080
QC,H1N,103,X
QC,H1P,101,2090
QC,H1P,102,2520
QC,H1Q,101,X
QC,H1R,-1,X
QC,H1R,101,3760
QC,H1R,102,4600
QC,H1R,103,X
QC,H1S,101,2810
QC,H1S,102,3540
QC,H1S,103,X
QC,H1T,-1,X
QC,H1T,101,3190
QC,H1T,102,3940
QC,H1V,101,2610
QC,H1V,102,3530
QC,H1V,103,X
QC,H1W,101,3940
QC,H1W,102,5370
QC,H1W,103,X
QC,H1X,101,3280
QC,H1X,102,4260
QC,H1X,103,X
QC,H1Y,101,3260
QC,H1Y,102,3510
QC,H1Y,103,X
QC,H1Z,101,5030
QC,H1Z,102,6380
QC,H1Z,103,X
QC,H2A,-1,X
QC,H2A,101,2330
QC,H2A,102,3270
QC,H2A,103,X
QC,H2B,101,1990
QC,H2B,102,2380
QC,H2B,103,X
QC,H2C,101,1790
QC,H2C,102,2060
QC,H2E,-1,X
QC,H2E,101,3000
QC,H2E,102,3790
QC,H2E,103,X
QC,H2G,101,2710
QC,H2G,102,3280
QC,H2G,103,X
QC,H2H,101,2050
QC,H2H,102,2350
QC,H2H,103,X
QC,H2J,101,3280
QC,H2J,102,3660
QC,H2J,103,X
QC,H2K,-1,X
QC,H2K,101,3700
QC,H2K,102,5770
QC,H2K,103,X
QC,H2L,101,2830
QC,H2L,102,4190
QC,H2L,103,X
QC,H2M,101,1840
QC,H2M,102,2310
QC,H2M,103,X
QC,H2N,101,860
QC,H2N,102,1230
QC,H2P,101,1780
QC,H2P,102,1960
QC,H2P,103,X
QC,H2R,101,2850
QC,H2R,102,3130
QC,H2R,103,X
QC,H2S,101,3750
QC,H2S,102,4050
QC,H2S,103,X
QC,H2T,101,2150
QC,H2T,102,2370
QC,H2T,103,X
QC,H2V,101,3600
QC,H2V,102,3760
QC,H2V,103,X
QC,H2W,101,1420
QC,H2W,102,1690
QC,H2W,103,X
QC,H2X,-1,X
QC,H2X,101,2090
QC,H2X,102,3140
QC,H2X,103,X
QC,H2Y,101,360
QC,H2Y,102,480
QC,H2Y,103,X
QC,H2Z,101,340
QC,H2Z,102,470
QC,H2Z,103,X
QC,H3A,101,320
QC,H3A,102,350
QC,H3A,103,X
QC,H3B,101,240
QC,H3B,102,400
QC,H3C,101,1950
QC,H3C,102,2810
QC,H3C,103,X
QC,H3E,-1,X
QC,H3E,101,2080
QC,H3E,102,1980
QC,H3E,103,X
QC,H3F,101,X
QC,H3F,102,X
QC,H3G,101,970
QC,H3G,102,1180
QC,H3H,101,2550
QC,H3H,102,3950
QC,H3H,103,X
QC,H3J,101,1270
QC,H3J,102,1410
QC,H3K,101,1760
QC,H3K,102,2180
QC,H3K,103,X
QC,H3L,101,2030
QC,H3L,102,2590
QC,H3L,103,X
QC,H3M,-1,X
QC,H3M,101,1710
QC,H3M,102,2340
QC,H3N,-1,X
QC,H3N,101,3800
QC,H3N,102,5740
QC,H3N,103,X
QC,H3P,101,880
QC,H3P,102,930
QC,H3R,101,810
QC,H3R,102,900
QC,H3S,-1,X
QC,H3S,101,4400
QC,H3S,102,5480
QC,H3T,101,1310
QC,H3T,102,1800
QC,H3V,101,760
QC,H3V,102,950
QC,H3W,-1,X
QC,H3W,101,4620
QC,H3W,102,4710
QC,H3W,103,X
QC,H3X,-1,X
QC,H3X,101,2850
QC,H3X,102,2910
QC,H3X,103,X
QC,H3Y,101,670
QC,H3Y,102,580
QC,H3Z,-1,X
QC,H3Z,101,1050
QC,H3Z,102,990
QC,H3Z,103,X
QC,H4A,101,2970
QC,H4A,102,3230
QC,H4A,103,X
QC,H4B,101,2360
QC,H4B,102,2900
QC,H4B,103,X
QC,H4C,101,2220
QC,H4C,102,2530
QC,H4C,103,X
QC,H4E,101,3610
QC,H4E,102,4280
QC,H4E,103,X
QC,H4G,101,3600
QC,H4G,102,4300
QC,H4G,103,X
QC,H4H,101,2030
QC,H4H,102,2290
QC,H4H,103,X
QC,H4J,-1,X
QC,H4J,101,2000
QC,H4J,102,2670
QC,H4J,103,X
QC,H4K,101,1140
QC,H4K,102,1420
QC,H4L,101,4050
QC,H4L,102,5280
QC,H4L,103,X
QC,H4M,101,1560
QC,H4M,102,1800
QC,H4N,-1,X
QC,H4N,101,3500
QC,H4N,102,4560
QC,H4P,101,1130
QC,H4P,102,1240
QC,H4R,101,3210
QC,H4R,102,3540
QC,H4S,101,50
QC,H4S,102,80
QC,H4T,101,X
QC,H4T,102,20
QC,H4V,101,2520
QC,H4V,102,3090
QC,H4W,-1,X
QC,H4W,101,3040
QC,H4W,102,3320
QC,H4X,101,700
QC,H4X,102,750
QC,H4X,103,X
QC,H4Y,101,X
QC,H4Y,102,X
QC,H4Z,101,X
QC,H4Z,102,X
QC,H5A,101,X
QC,H5B,101,X
QC,H5B,102,X
QC,H5C,101,X
QC,H5G,102,X
QC,H5J,102,X
QC,H6B,102,X
QC,H6P,101,X
QC,H7A,101,2480
QC,H7A,102,3000
QC,H7A,103,X
QC,H7B,101,310
QC,H7B,102,380
QC,H7B,103,X
QC,H7C,101,940
QC,H7C,102,1160
QC,H7C,103,X
QC,H7E,101,2900
QC,H7E,102,3340
QC,H7F,101,X
QC,H7G,101,2450
QC,H7G,102,3000
QC,H7G,103,X
QC,H7H,101,1520
QC,H7H,102,1770
QC,H7J,101,240
QC,H7J,102,320
QC,H7K,101,2460
QC,H7K,102,2800
QC,H7K,103,X
QC,H7L,101,3980
QC,H7L,102,4380
QC,H7L,103,X
QC,H7M,101,2960
QC,H7M,102,3620
QC,H7M,103,X
QC,H7N,101,5240
QC,H7N,102,6270
QC,H7N,103,X
QC,H7P,101,4250
QC,H7P,102,4980
QC,H7P,103,X
QC,H7R,101,3460
QC,H7R,102,4170
QC,H7S,101,900
QC,H7S,102,1140
QC,H7T,101,3250
QC,H7T,102,3920
QC,H7T,103,X
QC,H7V,101,2620
QC,H7V,102,3400
QC,H7W,-1,X
QC,H7W,101,5490
QC,H7W,102,6830
QC,H7W,103,X
QC,H7X,-1,X
QC,H7X,101,3360
QC,H7X,102,3810
QC,H7Y,101,1010
QC,H7Y,102,1110
QC,H7Z,101,X
QC,H8B,101,X
QC,H8H,102,X
QC,H8M,102,X
QC,H8N,-1,X
QC,H8N,101,4000
QC,H8N,102,4650
QC,H8P,101,2430
QC,H8P,102,2750
QC,H8P,103,X
QC,H8R,101,3890
QC,H8R,102,4970
QC,H8R,103,X
QC,H8S,-1,X
QC,H8S,101,3110
QC,H8S,102,3740
QC,H8S,103,X
QC,H8T,101,1500
QC,H8T,102,1740
QC,H8X,102,X
QC,H8Y,101,2310
QC,H8Y,102,2780
QC,H8Y,103,40
QC,H8Z,101,1730
QC,H8Z,102,2150
QC,H9A,-1,X
QC,H9A,101,1810
QC,H9A,102,2130
QC,H9B,101,2610
QC,H9B,102,3010
QC,H9B,103,X
QC,H9C,101,1260
QC,H9C,102,1370
QC,H9E,101,310
QC,H9E,102,410
QC,H9F,102,X
QC,H9G,101,1790
QC,H9G,102,1980
QC,H9H,101,2850
QC,H9H,102,3140
QC,H9J,101,2400
QC,H9J,102,2520
QC,H9J,103,X
QC,H9K,101,940
QC,H9K,102,1030
QC,H9P,101,500
QC,H9P,102,540
QC,H9R,101,2330
QC,H9R,102,2600
QC,H9R,103,X
QC,H9S,101,2240
QC,H9S,102,2510
QC,H9S,103,X
QC,H9W,-1,X
QC,H9W,101,1730
QC,H9W,102,1730
QC,H9W,103,X
QC,H9X,101,860
QC,H9X,102,980
QC,H9X,103,X
QC,H9Z,102,X
QC,J0A,101,1740
QC,J0A,102,2070
QC,J0B,101,6100
QC,J0B,102,7740
QC,J0B,103,X
QC,J0C,101,2380
QC,J0C,102,3050
QC,J0C,103,X
QC,J0E,101,5470
QC,J0E,102,6470
QC,J0E,103,X
QC,J0G,101,1680
QC,J0G,102,2180
QC,J0H,101,5450
QC,J0H,102,6590
QC,J0H,103,X
QC,J0J,101,4460
QC,J0J,102,5590
QC,J0K,101,15220
QC,J0K,102,19850
QC,J0K,103,X
QC,J0L,101,9350
QC,J0L,102,10930
QC,J0L,103,X
QC,J0M,101,2960
QC,J0M,102,3290
QC,J0N,101,5700
QC,J0N,102,6980
QC,J0N,103,X
QC,J0P,101,4360
QC,J0P,102,5030
QC,J0R,101,4610
QC,J0R,102,5020
QC,J0S,101,3180
QC,J0S,102,3840
QC,J0S,103,X
QC,J0T,-1,X
QC,J0T,101,5570
QC,J0T,102,7070
QC,J0T,103,X
QC,J0V,101,2690
QC,J0V,102,3370
QC,J0V,103,X
QC,J0W,101,1630
QC,J0W,102,2270
QC,J0X,101,4040
QC,J0X,102,5340
QC,J0X,103,X
QC,J0Y,101,2930
QC,J0Y,102,4080
QC,J0Z,101,3030
QC,J0Z,102,4270
QC,J1A,-1,X
QC,J1A,101,940
QC,J1A,102,1080
QC,J1C,101,620
QC,J1C,102,820
QC,J1E,101,2450
QC,J1E,102,3210
QC,J1E,103,X
QC,J1G,101,1710
QC,J1G,102,2350
QC,J1H,101,3200
QC,J1H,102,4170
QC,J1H,103,X
QC,J1J,101,1260
QC,J1J,102,1470
QC,J1J,103,X
QC,J1K,101,680
QC,J1K,102,910
QC,J1K,103,X
QC,J1L,101,1400
QC,J1L,102,1560
QC,J1L,103,X
QC,J1M,-1,X
QC,J1M,101,460
QC,J1M,102,570
QC,J1N,101,3540
QC,J1N,102,4050
QC,J1P,102,X
QC,J1R,101,1170
QC,J1R,102,1410
QC,J1S,101,740
QC,J1S,102,990
QC,J1T,101,650
QC,J1T,102,840
QC,J1X,-1,X
QC,J1X,101,3410
QC,J1X,102,3940
QC,J1X,103,X
QC,J1Z,101,630
QC,J1Z,102,800
QC,J2A,101,1410
QC,J2A,102,1680
QC,J2B,-1,X
QC,J2B,101,3600
QC,J2B,102,4160
QC,J2C,101,2990
QC,J2C,102,3380
QC,J2E,101,590
QC,J2E,102,640
QC,J2G,101,3140
QC,J2G,102,3800
QC,J2H,101,2300
QC,J2H,102,2490
QC,J2H,103,X
QC,J2J,101,1990
QC,J2J,102,2330
QC,J2K,101,1790
QC,J2K,102,2100
QC,J2L,101,1230
QC,J2L,102,1200
QC,J2M,101,690
QC,J2M,102,900
QC,J2N,101,1110
QC,J2N,102,1270
QC,J2P,102,X
QC,J2R,101,970
QC,J2R,102,1210
QC,J2S,101,2900
QC,J2S,102,3450
QC,J2S,103,X
QC,J2T,101,1740
QC,J2T,102,1890
QC,J2T,103,X
QC,J2W,101,2960
QC,J2W,102,3370
QC,J2X,101,2190
QC,J2X,102,2570
QC,J2X,103,X
QC,J2Y,101,620
QC,J2Y,102,720
QC,J3A,101,780
QC,J3A,102,890
QC,J3A,103,X
QC,J3B,101,3940
QC,J3B,102,4670
QC,J3B,103,X
QC,J3E,-1,X
QC,J3E,101,2880
QC,J3E,102,3130
QC,J3G,101,3440
QC,J3G,102,3830
QC,J3G,103,X
QC,J3H,101,2610
QC,J3H,102,2760
QC,J3J,101,X
QC,J3J,102,X
QC,J3K,102,X
QC,J3L,101,5380
QC,J3L,102,6120
QC,J3L,103,X
QC,J3M,101,1160
QC,J3M,102,1400
QC,J3M,103,X
QC,J3N,101,1680
QC,J3N,102,1800
QC,J3N,103,X
QC,J3P,101,2250
QC,J3P,102,2600
QC,J3R,101,1300
QC,J3R,102,1510
QC,J3R,103,X
QC,J3S,101,X
QC,J3T,101,740
QC,J3T,102,870
QC,J3V,101,2150
QC,J3V,102,2260
QC,J3W,102,X
QC,J3X,101,2040
QC,J3X,102,2240
QC,J3Y,101,6830
QC,J3Y,102,7770
QC,J3Y,103,X
QC,J3Z,101,580
QC,J3Z,102,660
QC,J4A,102,X
QC,J4B,-1,X
QC,J4B,101,3380
QC,J4B,102,3690
QC,J4B,103,X
QC,J4C,102,X
QC,J4G,101,1000
QC,J4G,102,1170
QC,J4H,101,1450
QC,J4H,102,1700
QC,J4J,101,3520
QC,J4J,102,4340
QC,J4J,103,X
QC,J4K,101,3210
QC,J4K,102,4010
QC,J4K,103,X
QC,J4L,101,3410
QC,J4L,102,4120
QC,J4L,103,X
QC,J4M,101,1110
QC,J4M,102,1230
QC,J4N,101,820
QC,J4N,102,850
QC,J4P,101,1070
QC,J4P,102,1070
QC,J4R,101,950
QC,J4R,102,1090
QC,J4S,101,490
QC,J4S,102,500
QC,J4S,103,X
QC,J4T,101,2370
QC,J4T,102,2840
QC,J4T,103,X
QC,J4V,-1,X
QC,J4V,101,1820
QC,J4V,102,2090
QC,J4W,101,2060
QC,J4W,102,2480
QC,J4W,103,X
QC,J4X,101,1840
QC,J4X,102,1970
QC,J4Y,101,2780
QC,J4Y,102,2960
QC,J4Y,103,X
QC,J4Z,101,3220
QC,J4Z,102,3760
QC,J4Z,103,X
QC,J5A,101,2980
QC,J5A,102,3230
QC,J5B,101,810
QC,J5B,102,970
QC,J5C,101,1860
QC,J5C,102,2030
QC,J5C,103,X
QC,J5E,102,X
QC,J5G,101,X
QC,J5J,101,2140
QC,J5J,102,2820
QC,J5J,103,X
QC,J5K,101,2010
QC,J5K,102,2570
QC,J5L,-1,X
QC,J5L,101,2730
QC,J5L,102,3090
QC,J5L,103,X
QC,J5M,101,2960
QC,J5M,102,3710
QC,J5M,103,X
QC,J5N,101,160
QC,J5N,102,150
QC,J5R,101,4640
QC,J5R,102,4930
QC,J5R,103,X
QC,J5T,101,1660
QC,J5T,102,2060
QC,J5V,101,750
QC,J5V,102,950
QC,J5W,-1,X
QC,J5W,101,2820
QC,J5W,102,3220
QC,J5X,101,1030
QC,J5X,102,1250
QC,J5X,103,X
QC,J5Y,101,3010
QC,J5Y,102,3320
QC,J5Y,103,X
QC,J5Z,101,3050
QC,J5Z,102,3530
QC,J6A,101,3240
QC,J6A,102,3940
QC,J6A,103,X
QC,J6C,101,X
QC,J6E,101,4330
QC,J6E,102,5100
QC,J6E,103,X
QC,J6J,-1,X
QC,J6J,101,2560
QC,J6J,102,2900
QC,J6K,101,2670
QC,J6K,102,2980
QC,J6L,102,X
QC,J6N,101,1620
QC,J6N,102,1870
QC,J6R,-1,X
QC,J6R,101,1430
QC,J6R,102,1610
QC,J6S,101,2400
QC,J6S,102,2710
QC,J6T,-1,X
QC,J6T,101,1910
QC,J6T,102,2210
QC,J6V,101,1410
QC,J6V,102,1530
QC,J6W,101,3740
QC,J6W,102,4160
QC,J6W,103,X
QC,J6X,101,2700
QC,J6X,102,3130
QC,J6Y,101,2420
QC,J6Y,102,2820
QC,J6Z,101,2220
QC,J6Z,102,2350
QC,J7A,101,1580
QC,J7A,102,1700
QC,J7B,-1,X
QC,J7B,101,1420
QC,J7B,102,1500
QC,J7C,101,5360
QC,J7C,102,5950
QC,J7C,103,X
QC,J7E,-1,X
QC,J7E,101,3370
QC,J7E,102,4090
QC,J7E,103,X
QC,J7G,101,2130
QC,J7G,102,2450
QC,J7H,101,910
QC,J7H,102,1040
QC,J7J,101,3410
QC,J7J,102,3750
QC,J7J,103,X
QC,J7K,101,4130
QC,J7K,102,4480
QC,J7L,101,1640
QC,J7L,102,2010
QC,J7M,101,3030
QC,J7M,102,3700
QC,J7M,103,X
QC,J7N,101,4030
QC,J7N,102,4430
QC,J7P,101,2850
QC,J7P,102,3370
QC,J7P,103,X
QC,J7R,101,4140
QC,J7R,102,4600
QC,J7R,103,X
QC,J7T,101,3020
QC,J7T,102,3390
QC,J7T,103,X
QC,J7V,-1,X
QC,J7V,101,7330
QC,J7V,102,8100
QC,J7V,103,X
QC,J7W,101,1470
QC,J7W,102,1640
QC,J7X,101,610
QC,J7X,102,700
QC,J7Y,101,3000
QC,J7Y,102,3560
QC,J7Y,103,X
QC,J7Z,101,3410
QC,J7Z,102,4140
QC,J7Z,103,X
QC,J8A,101,1240
QC,J8A,102,1630
QC,J8B,101,1830
QC,J8B,102,2030
QC,J8B,103,X
QC,J8C,101,1320
QC,J8C,102,1540
QC,J8E,101,1580
QC,J8E,102,1720
QC,J8E,103,X
QC,J8G,101,830
QC,J8G,102,1080
QC,J8H,101,1500
QC,J8H,102,1900
QC,J8L,101,1760
QC,J8L,102,2300
QC,J8M,101,1260
QC,J8M,102,1560
QC,J8N,101,1080
QC,J8N,102,1690
QC,J8P,101,3550
QC,J8P,102,4380
QC,J8P,103,X
QC,J8R,101,2320
QC,J8R,102,2810
QC,J8S,101,X
QC,J8S,102,X
QC,J8T,101,3610
QC,J8T,102,4340
QC,J8T,103,X
QC,J8V,101,2060
QC,J8V,102,2490
QC,J8V,103,X
QC,J8X,101,1080
QC,J8X,102,1490
QC,J8X,103,X
QC,J8Y,101,2350
QC,J8Y,102,2940
QC,J8Y,103,X
QC,J8Z,101,1370
QC,J8Z,102,1500
QC,J9A,101,1730
QC,J9A,102,1830
QC,J9A,103,X
QC,J9B,101,530
QC,J9B,102,600
QC,J9E,101,870
QC,J9E,102,1090
QC,J9H,101,2620
QC,J9H,102,2980
QC,J9H,103,X
QC,J9J,101,3030
QC,J9J,102,3200
QC,J9J,103,X
QC,J9L,101,1430
QC,J9L,102,1860
QC,J9L,103,X
QC,J9N,102,X
QC,J9O,102,X
QC,J9P,101,3580
QC,J9P,102,4510
QC,J9P,103,X
QC,J9T,101,1190
QC,J9T,102,1610
QC,J9V,101,290
QC,J9V,102,330
QC,J9X,101,2330
QC,J9X,102,2780
QC,J9X,103,X
QC,J9Y,101,1030
QC,J9Y,102,1290
QC,J9Y,103,X
QC,J9Z,101,670
QC,J9Z,102,880
ON,K0A,101,9770
ON,K0A,102,9710
ON,K0A,103,X
ON,K0B,101,2050
ON,K0B,102,2360
ON,K0C,-1,X
ON,K0C,101,4730
ON,K0C,102,4670
ON,K0E,101,3750
ON,K0E,102,3530
ON,K0G,101,3600
ON,K0G,102,3360
ON,K0G,103,X
ON,K0H,101,4050
ON,K0H,102,4090
ON,K0H,103,X
ON,K0J,-1,X
ON,K0J,101,2970
ON,K0J,102,2690
ON,K0J,103,X
ON,K0K,-1,X
ON,K0K,101,11650
ON,K0K,102,11130
ON,K0K,103,X
ON,K0L,101,7620
ON,K0L,102,7980
ON,K0L,103,X
ON,K0M,101,5210
ON,K0M,102,5490
ON,K0M,103,X
ON,K0N,102,X
ON,K0P,102,X
ON,K0W,101,X
ON,K1A,101,X
ON,K1A,102,X
ON,K1B,101,1800
ON,K1B,102,2050
ON,K1C,-1,X
ON,K1C,101,3250
ON,K1C,102,3140
ON,K1C,103,X
ON,K1D,102,X
ON,K1E,101,1270
ON,K1E,102,1300
ON,K1G,-1,X
ON,K1G,101,3620
ON,K1G,102,4100
ON,K1H,101,1280
ON,K1H,102,1340
ON,K1H,103,X
ON,K1I,101,X
ON,K1J,-1,X
ON,K1J,101,2740
ON,K1J,102,2940
ON,K1J,103,X
ON,K1K,101,3490
ON,K1K,102,3920
ON,K1K,103,X
ON,K1L,-1,X
ON,K1L,101,1990
ON,K1L,102,2500
ON,K1L,103,X
ON,K1M,-1,X
ON,K1M,101,380
ON,K1M,102,340
ON,K1M,103,X
ON,K1N,101,2760
ON,K1N,102,3060
ON,K1N,103,X
ON,K1O,101,X
ON,K1P,101,40
ON,K1P,102,60
ON,K1R,-1,X
ON,K1R,101,1880
ON,K1R,102,2350
ON,K1R,103,X
ON,K1S,-1,X
ON,K1S,101,2390
ON,K1S,102,2480
ON,K1S,103,X
ON,K1T,-1,X
ON,K1T,101,4270
ON,K1T,102,4700
ON,K1T,103,X
ON,K1V,-1,X
ON,K1V,101,5690
ON,K1V,102,6340
ON,K1V,103,X
ON,K1W,101,1210
ON,K1W,102,1130
ON,K1X,101,400
ON,K1X,102,390
ON,K1Y,101,1470
ON,K1Y,102,1660
ON,K1Y,103,X
ON,K1Z,-1,X
ON,K1Z,101,2310
ON,K1Z,102,2320
ON,K1Z,103,X
ON,K2A,101,1250
ON,K2A,102,1190
ON,K2A,103,X
ON,K2B,101,3710
ON,K2B,102,3680
ON,K2B,103,X
ON,K2C,-1,X
ON,K2C,101,2940
ON,K2C,102,3170
ON,K2C,103,X
ON,K2E,101,1770
ON,K2E,102,2160
ON,K2E,103,X
ON,K2G,-1,X
ON,K2G,101,5060
ON,K2G,102,5430
ON,K2G,103,X
ON,K2H,101,2270
ON,K2H,102,2350
ON,K2H,103,X
ON,K2J,-1,X
ON,K2J,101,7770
ON,K2J,102,7220
ON,K2J,103,X
ON,K2K,-1,X
ON,K2K,101,2030
ON,K2K,102,1760
ON,K2L,-1,X
ON,K2L,101,1790
ON,K2L,102,1620
ON,K2M,101,2590
ON,K2M,102,2190
ON,K2M,103,X
ON,K2P,-1,X
ON,K2P,101,1730
ON,K2P,102,1840
ON,K2P,103,X
ON,K2R,101,110
ON,K2R,102,110
ON,K2S,101,3260
ON,K2S,102,2730
ON,K2T,101,890
ON,K2T,102,740
ON,K2V,101,840
ON,K2V,102,730
ON,K2W,101,690
ON,K2W,102,580
ON,K4A,101,5690
ON,K4A,102,5410
ON,K4A,103,X
ON,K4B,101,430
ON,K4B,102,450
ON,K4C,101,350
ON,K4C,102,450
ON,K4K,101,1570
ON,K4K,102,1470
ON,K4L,101,X
ON,K4M,101,1140
ON,K4M,102,1090
ON,K4M,103,X
ON,K4P,101,850
ON,K4P,102,830
ON,K4R,101,660
ON,K4R,102,660
ON,K4R,103,X
ON,K5J,101,X
ON,K6A,101,1420
ON,K6A,102,1720
ON,K6H,-1,X
ON,K6H,101,3730
ON,K6H,102,3800
ON,K6H,103,X
ON,K6J,101,1940
ON,K6J,102,1900
ON,K6K,101,340
ON,K6K,102,310
ON,K6M,101,X
ON,K6R,102,X
ON,K6T,101,50
ON,K6T,102,50
ON,K6V,101,2740
ON,K6V,102,2590
ON,K6V,103,X
ON,K7A,101,1800
ON,K7A,102,1720
ON,K7A,103,X
